variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	intercept	notes
EW033_RS14000	4.64E-01	9.42E-03	9.48E-03	7.89E-01	2.93E-01	-6.98E-01		
EW033_RS14005	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14020	2.50E-01	5.80E-01	6.12E-01	1.83E-01	3.59E-01	-3.78E-01		
EW033_RS14030	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14035	4.11E-01	3.54E-02	3.86E-02	6.45E-01	3.04E-01	-5.97E-01		
EW033_RS14040	1.07E-01	9.44E-01	9.47E-01	3.35E-02	5.03E-01	-3.35E-01		
EW033_RS14045	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14050	6.79E-01	1.46E-01	1.42E-01	4.88E-01	3.27E-01	-6.63E-01		
EW033_RS14055	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14060	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14065	5.71E-01	9.87E-01	9.87E-01	5.08E-03	3.15E-01	-3.35E-01		
EW033_RS14070	5.18E-01	1.70E-02	1.70E-02	7.28E-01	2.96E-01	-7.09E-01		
EW033_RS14075	5.71E-01	4.42E-02	4.51E-02	6.22E-01	3.03E-01	-6.87E-01		
EW033_RS14080	3.57E-01	1.54E-01	1.76E-01	4.38E-01	3.19E-01	-4.88E-01		
EW033_RS14085	5.71E-01	3.80E-01	3.82E-01	2.76E-01	3.12E-01	-4.89E-01		
EW033_RS14090	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14095	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS14100	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14105	1.07E-01	5.58E-01	5.58E-01	2.96E-01	5.02E-01	-3.64E-01		
EW033_RS14115	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14120	3.21E-01	1.37E-01	1.70E-01	4.56E-01	3.28E-01	-4.78E-01		
EW033_RS14135	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14140	3.75E-01	2.92E-01	3.10E-01	3.27E-01	3.19E-01	-4.54E-01		
EW033_RS14145	3.57E-01	2.35E-02	1.98E-02	7.42E-01	3.09E-01	-5.97E-01		
EW033_RS14150	3.57E-01	7.96E-02	1.01E-01	5.28E-01	3.17E-01	-5.21E-01		
EW033_RS14155	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14160	1.07E-01	9.99E-01	9.99E-01	8.00E-04	5.04E-01	-3.32E-01		
EW033_RS14165	4.11E-01	1.22E-02	1.34E-02	7.64E-01	2.99E-01	-6.46E-01		
EW033_RS14170	3.57E-01	1.54E-01	1.76E-01	4.38E-01	3.19E-01	-4.88E-01		
EW033_RS14175	3.93E-01	4.19E-02	4.98E-02	6.17E-01	3.08E-01	-5.74E-01		
EW033_RS14180	4.64E-01	2.61E-02	2.54E-02	6.85E-01	2.98E-01	-6.50E-01		
EW033_RS14185	2.14E-01	9.04E-01	9.10E-01	4.30E-02	3.79E-01	-3.41E-01		
EW033_RS14190	3.57E-01	2.74E-01	2.71E-01	3.58E-01	3.21E-01	-4.60E-01		
EW033_RS14195	2.50E-01	5.80E-01	6.12E-01	1.83E-01	3.59E-01	-3.78E-01		
EW033_RS14200	2.32E-01	7.72E-01	7.82E-01	-1.03E-01	3.69E-01	-3.08E-01		
EW033_RS14205	3.21E-01	1.37E-01	1.70E-01	4.56E-01	3.28E-01	-4.78E-01		
EW033_RS14210	4.29E-01	4.67E-02	5.09E-02	6.06E-01	3.04E-01	-5.92E-01		
EW033_RS14215	3.21E-01	4.43E-01	4.30E-01	2.63E-01	3.32E-01	-4.17E-01		
EW033_RS14220	3.21E-01	1.94E-01	1.95E-01	4.31E-01	3.28E-01	-4.70E-01		
EW033_RS14225	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14230	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14235	4.29E-01	4.67E-02	5.09E-02	6.06E-01	3.04E-01	-5.92E-01		
EW033_RS14240	5.36E-01	1.66E-02	1.65E-02	7.32E-01	2.96E-01	-7.24E-01		
EW033_RS14245	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14250	2.86E-01	5.95E-01	6.14E-01	1.74E-01	3.44E-01	-3.82E-01		
EW033_RS14255	2.50E-01	5.80E-01	6.12E-01	1.83E-01	3.59E-01	-3.78E-01		
EW033_RS14265	3.75E-01	3.37E-02	4.02E-02	6.50E-01	3.09E-01	-5.76E-01		
EW033_RS14270	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14275	1.25E-01	8.22E-01	8.51E-01	8.89E-02	4.71E-01	-3.43E-01		
EW033_RS14280	3.21E-01	7.53E-02	7.10E-02	5.96E-01	3.23E-01	-5.23E-01		
EW033_RS14285	3.57E-02	7.72E-01	8.38E-01	1.73E-01	8.39E-01	-3.38E-01		
EW033_RS14290	3.93E-01	1.01E-01	9.69E-02	5.25E-01	3.11E-01	-5.38E-01		
EW033_RS14295	3.57E-01	2.53E-01	2.63E-01	3.63E-01	3.21E-01	-4.62E-01		
EW033_RS14300	7.14E-02	9.80E-01	9.76E-01	1.84E-02	6.05E-01	-3.33E-01		
EW033_RS14305	3.93E-01	8.41E-02	8.17E-02	5.50E-01	3.10E-01	-5.48E-01		
EW033_RS14310	2.86E-01	5.95E-01	6.14E-01	1.74E-01	3.44E-01	-3.82E-01		
EW033_RS14315	2.50E-01	9.61E-01	9.63E-01	-1.66E-02	3.60E-01	-3.28E-01		
EW033_RS14320	3.57E-01	9.28E-02	1.05E-01	5.23E-01	3.17E-01	-5.19E-01		
EW033_RS14340	1.07E-01	3.50E-01	2.54E-01	5.74E-01	4.97E-01	-3.93E-01		
EW033_RS14345	2.14E-01	6.43E-01	6.58E-01	1.69E-01	3.79E-01	-3.68E-01		
EW033_RS14350	1.07E-01	8.76E-01	8.82E-01	7.50E-02	5.03E-01	-3.40E-01		
EW033_RS14355	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14365	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14370	2.50E-01	5.80E-01	6.12E-01	1.83E-01	3.59E-01	-3.78E-01		
EW033_RS14375	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS14380	2.50E-01	5.80E-01	6.12E-01	1.83E-01	3.59E-01	-3.78E-01		
EW033_RS14385	3.93E-01	8.28E-03	7.59E-03	8.28E-01	2.98E-01	-6.57E-01		
EW033_RS14390	3.93E-01	5.67E-02	6.34E-02	5.85E-01	3.09E-01	-5.62E-01		
EW033_RS14395	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS14400	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14405	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14410	4.29E-01	8.57E-02	8.29E-02	5.41E-01	3.06E-01	-5.64E-01		
EW033_RS14415	3.93E-01	8.41E-02	8.17E-02	5.50E-01	3.10E-01	-5.48E-01		
EW033_RS14425	3.57E-01	1.71E-01	1.61E-01	4.53E-01	3.19E-01	-4.94E-01		
EW033_RS14430	7.14E-01	1.63E-01	2.02E-01	4.38E-01	3.40E-01	-6.45E-01		
EW033_RS14440	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14445	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14450	2.50E-01	2.08E-01	2.15E-01	4.45E-01	3.55E-01	-4.43E-01		
EW033_RS14455	8.93E-02	3.64E-01	3.69E-01	4.91E-01	5.42E-01	-3.76E-01		
EW033_RS14460	2.50E-01	5.80E-01	6.12E-01	1.83E-01	3.59E-01	-3.78E-01		
EW033_RS14465	3.57E-01	2.53E-01	2.63E-01	3.63E-01	3.21E-01	-4.62E-01		
EW033_RS14470	2.32E-01	2.16E-01	1.86E-01	-4.86E-01	3.63E-01	-2.19E-01		
EW033_RS14475	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14480	2.14E-01	5.11E-01	5.41E-01	-2.33E-01	3.78E-01	-2.82E-01		
EW033_RS14485	3.57E-01	1.32E-01	1.50E-01	4.65E-01	3.19E-01	-4.98E-01		
EW033_RS14495	5.18E-01	1.09E-02	1.09E-02	7.74E-01	2.93E-01	-7.33E-01		
EW033_RS14505	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14510	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS14520	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14525	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14530	1.07E-01	4.21E-01	3.88E-01	4.36E-01	5.00E-01	-3.79E-01		
EW033_RS14535	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14540	3.57E-01	2.61E-01	2.57E-01	3.68E-01	3.21E-01	-4.63E-01		
EW033_RS14545	4.29E-01	8.57E-02	8.29E-02	5.41E-01	3.06E-01	-5.64E-01		
EW033_RS14550	3.57E-01	2.61E-01	2.57E-01	3.68E-01	3.21E-01	-4.63E-01		
EW033_RS14555	2.50E-01	5.80E-01	6.12E-01	1.83E-01	3.59E-01	-3.78E-01		
EW033_RS14560	2.14E-01	5.61E-01	5.92E-01	2.04E-01	3.79E-01	-3.76E-01		
EW033_RS14565	4.29E-01	9.04E-03	8.89E-03	8.01E-01	2.95E-01	-6.75E-01		
EW033_RS14570	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS14575	4.64E-01	9.42E-03	9.48E-03	7.89E-01	2.93E-01	-6.98E-01		
EW033_RS14580	4.29E-01	4.67E-02	5.09E-02	6.06E-01	3.04E-01	-5.92E-01		
EW033_RS14585	3.57E-01	3.18E-02	2.59E-02	7.11E-01	3.10E-01	-5.86E-01		
EW033_RS14590	4.29E-01	2.60E-02	2.54E-02	6.91E-01	3.00E-01	-6.28E-01		
EW033_RS14605	3.57E-01	3.84E-02	3.36E-02	6.80E-01	3.12E-01	-5.75E-01		
EW033_RS14610	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS14615	3.93E-01	2.52E-02	2.34E-02	7.09E-01	3.04E-01	-6.11E-01		
EW033_RS14620	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14625	3.75E-01	1.15E-01	1.34E-01	4.79E-01	3.15E-01	-5.11E-01		
EW033_RS14630	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14635	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14640	7.86E-01	1.16E-01	1.48E-01	5.47E-01	3.72E-01	-7.61E-01		
EW033_RS14645	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14650	4.64E-01	1.20E-02	1.15E-02	7.70E-01	2.94E-01	-6.89E-01		
EW033_RS14655	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14660	2.14E-01	1.77E-01	1.97E-01	4.88E-01	3.74E-01	-4.36E-01		
EW033_RS14665	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14675	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14680	3.93E-01	9.47E-02	1.01E-01	5.19E-01	3.11E-01	-5.36E-01		
EW033_RS14685	2.86E-01	5.95E-01	6.14E-01	1.74E-01	3.44E-01	-3.82E-01		
EW033_RS14695	3.04E-01	3.95E-01	3.56E-01	-3.13E-01	3.36E-01	-2.37E-01		
EW033_RS14700	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS14705	3.21E-01	3.75E-02	3.67E-02	6.86E-01	3.20E-01	-5.52E-01		
EW033_RS14710	2.14E-01	2.10E-01	1.91E-01	4.94E-01	3.74E-01	-4.38E-01		
EW033_RS14715	3.57E-02	8.72E-01	7.66E-01	2.51E-01	8.39E-01	-3.41E-01		
EW033_RS14720	1.43E-01	4.78E-01	5.31E-01	2.80E-01	4.43E-01	-3.72E-01		
EW033_RS14725	4.46E-01	2.21E-02	2.07E-02	7.10E-01	2.98E-01	-6.49E-01		
EW033_RS14735	6.79E-01	4.52E-01	4.80E-01	2.36E-01	3.32E-01	-4.92E-01		
EW033_RS14740	3.21E-01	2.86E-01	2.86E-01	3.55E-01	3.30E-01	-4.46E-01		
EW033_RS14745	7.68E-01	8.39E-02	1.15E-01	5.77E-01	3.60E-01	-7.75E-01		
EW033_RS14755	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS14760	4.29E-01	3.31E-02	3.00E-02	6.71E-01	3.01E-01	-6.20E-01		
EW033_RS14765	4.29E-01	3.31E-02	3.00E-02	6.71E-01	3.01E-01	-6.20E-01		
EW033_RS14770	1.43E-01	4.16E-01	3.68E-01	4.01E-01	4.42E-01	-3.89E-01		
EW033_RS14775	2.86E-01	4.95E-01	4.65E-01	2.52E-01	3.43E-01	-4.04E-01		
EW033_RS14780	4.29E-01	3.31E-02	3.00E-02	6.71E-01	3.01E-01	-6.20E-01		
EW033_RS14795	2.86E-01	5.95E-01	6.14E-01	1.74E-01	3.44E-01	-3.82E-01		
EW033_RS14805	5.18E-01	2.01E-02	2.02E-02	7.09E-01	2.96E-01	-6.99E-01		
EW033_RS14810	3.57E-01	2.53E-01	2.63E-01	3.63E-01	3.21E-01	-4.62E-01		
EW033_RS14815	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14820	2.14E-01	6.86E-02	1.18E-01	5.90E-01	3.71E-01	-4.58E-01		
EW033_RS14825	5.36E-01	1.66E-02	1.65E-02	7.32E-01	2.96E-01	-7.24E-01		
EW033_RS14830	1.07E-01	5.58E-01	5.58E-01	2.96E-01	5.02E-01	-3.64E-01		
EW033_RS14835	4.64E-01	4.04E-02	4.02E-02	6.31E-01	3.00E-01	-6.25E-01		
EW033_RS14840	1.79E-01	5.07E-01	5.25E-01	-2.59E-01	4.05E-01	-2.86E-01		
EW033_RS14845	4.46E-01	6.56E-03	6.68E-03	8.25E-01	2.92E-01	-7.00E-01		
EW033_RS14850	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14855	7.14E-02	3.45E-01	2.32E-01	7.21E-01	5.97E-01	-3.83E-01		
EW033_RS14860	1.07E-01	9.99E-01	9.99E-01	8.00E-04	5.04E-01	-3.32E-01		
EW033_RS14865	3.75E-01	2.43E-01	2.39E-01	3.78E-01	3.18E-01	-4.74E-01		
EW033_RS14885	4.29E-01	8.57E-02	8.29E-02	5.41E-01	3.06E-01	-5.64E-01		
EW033_RS14890	3.21E-01	7.75E-02	6.58E-02	6.07E-01	3.23E-01	-5.27E-01		
EW033_RS14895	1.43E-01	2.39E-01	1.54E-01	6.31E-01	4.37E-01	-4.22E-01		
EW033_RS14900	4.29E-01	8.57E-02	8.29E-02	5.41E-01	3.06E-01	-5.64E-01		
EW033_RS14905	3.21E-01	5.15E-01	5.11E-01	-2.20E-01	3.32E-01	-2.61E-01		
EW033_RS14910	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14915	4.29E-01	8.57E-02	8.29E-02	5.41E-01	3.06E-01	-5.64E-01		
EW033_RS14920	1.79E-01	2.48E-01	1.94E-01	5.27E-01	4.00E-01	-4.26E-01		
EW033_RS14925	4.29E-01	8.57E-02	8.29E-02	5.41E-01	3.06E-01	-5.64E-01		
EW033_RS14930	4.29E-01	4.67E-02	5.09E-02	6.06E-01	3.04E-01	-5.92E-01		
EW033_RS14935	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS14940	4.29E-01	4.67E-02	5.09E-02	6.06E-01	3.04E-01	-5.92E-01		
EW033_RS14945	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14955	4.64E-01	1.20E-02	1.15E-02	7.70E-01	2.94E-01	-6.89E-01		
EW033_RS14960	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS14965	4.29E-01	8.57E-02	8.29E-02	5.41E-01	3.06E-01	-5.64E-01		
EW033_RS14975	3.93E-01	8.41E-02	8.17E-02	5.50E-01	3.10E-01	-5.48E-01		
EW033_RS14980	1.07E-01	9.99E-01	9.99E-01	8.00E-04	5.04E-01	-3.32E-01		
EW033_RS14985	7.14E-02	1.92E-01	4.11E-01	4.98E-01	6.01E-01	-3.67E-01		
EW033_RS14990	1.07E-01	2.68E-01	2.64E-01	5.62E-01	4.98E-01	-3.92E-01		
EW033_RS15000	1.43E-01	9.02E-01	9.12E-01	4.92E-02	4.45E-01	-3.39E-01		
EW033_RS15005	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS15010	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS15015	3.21E-01	2.39E-01	2.58E-01	3.77E-01	3.29E-01	-4.53E-01		
EW033_RS15020	1.79E-01	2.09E-01	2.00E-01	5.19E-01	4.00E-01	-4.25E-01		
EW033_RS15025	6.43E-01	4.85E-01	5.02E-01	2.19E-01	3.24E-01	-4.72E-01		
EW033_RS15030	4.64E-01	2.40E-02	2.33E-02	6.95E-01	2.98E-01	-6.55E-01		
EW033_RS15035	1.07E-01	8.76E-01	8.82E-01	7.50E-02	5.03E-01	-3.40E-01		
EW033_RS15040	1.07E-01	8.76E-01	8.82E-01	7.50E-02	5.03E-01	-3.40E-01		
EW033_RS15045	3.57E-02	9.83E-01	9.66E-01	3.63E-02	8.39E-01	-3.33E-01		
EW033_RS15050	3.57E-02	2.16E-01	3.49E-01	7.86E-01	8.32E-01	-3.60E-01		
EW033_RS15055	2.50E-01	8.06E-01	8.15E-01	8.47E-02	3.59E-01	-3.53E-01		
EW033_RS15075	4.64E-01	3.77E-02	3.82E-02	6.37E-01	3.00E-01	-6.28E-01		
EW033_RS15080	4.29E-01	4.67E-02	5.09E-02	6.06E-01	3.04E-01	-5.92E-01		
EW033_RS15085	3.57E-01	2.53E-01	2.63E-01	3.63E-01	3.21E-01	-4.62E-01		
EW033_RS15090	3.57E-01	1.32E-01	1.50E-01	4.65E-01	3.19E-01	-4.98E-01		
EW033_RS15095	3.21E-01	2.39E-01	2.58E-01	3.77E-01	3.29E-01	-4.53E-01		
EW033_RS15100	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS15110	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS15115	4.64E-01	1.20E-02	1.15E-02	7.70E-01	2.94E-01	-6.89E-01		
EW033_RS15120	4.64E-01	1.20E-02	1.15E-02	7.70E-01	2.94E-01	-6.89E-01		
EW033_RS15125	3.57E-02	2.16E-01	3.49E-01	7.86E-01	8.32E-01	-3.60E-01		
EW033_RS15130	4.64E-01	1.20E-02	1.15E-02	7.70E-01	2.94E-01	-6.89E-01		
EW033_RS15135	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS15140	4.82E-01	3.46E-02	3.36E-02	6.51E-01	2.99E-01	-6.46E-01		
EW033_RS15145	3.57E-01	3.18E-02	2.59E-02	7.11E-01	3.10E-01	-5.86E-01		
EW033_RS15150	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS15155	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS15160	4.64E-01	1.20E-02	1.15E-02	7.70E-01	2.94E-01	-6.89E-01		
EW033_RS15165	4.64E-01	1.20E-02	1.15E-02	7.70E-01	2.94E-01	-6.89E-01		
EW033_RS15170	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS15175	5.00E-01	3.49E-02	3.49E-02	6.47E-01	2.99E-01	-6.55E-01		
EW033_RS15180	4.64E-01	1.20E-02	1.15E-02	7.70E-01	2.94E-01	-6.89E-01		
EW033_RS15185	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS15190	4.64E-01	1.20E-02	1.15E-02	7.70E-01	2.94E-01	-6.89E-01		
EW033_RS15195	4.82E-01	6.77E-03	6.63E-03	8.22E-01	2.91E-01	-7.28E-01		
EW033_RS15200	7.68E-01	1.01E-01	1.41E-01	5.40E-01	3.61E-01	-7.47E-01		
EW033_RS15205	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS15210	4.64E-01	1.20E-02	1.15E-02	7.70E-01	2.94E-01	-6.89E-01		
EW033_RS15215	7.14E-01	7.50E-02	1.13E-01	5.42E-01	3.37E-01	-7.19E-01		
EW033_RS15220	7.14E-02	9.80E-01	9.76E-01	1.84E-02	6.05E-01	-3.33E-01		
EW033_RS15225	1.79E-01	6.04E-03	1.64E-02	9.54E-01	3.85E-01	-5.02E-01		
EW033_RS15230	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS15235	4.82E-01	6.77E-03	6.63E-03	8.22E-01	2.91E-01	-7.28E-01		
EW033_RS15240	4.64E-01	1.20E-02	1.15E-02	7.70E-01	2.94E-01	-6.89E-01		
EW033_RS15245	4.64E-01	1.20E-02	1.15E-02	7.70E-01	2.94E-01	-6.89E-01		
EW033_RS15250	4.64E-01	1.20E-02	1.15E-02	7.70E-01	2.94E-01	-6.89E-01		
EW033_RS15255	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS15260	4.64E-01	1.20E-02	1.15E-02	7.70E-01	2.94E-01	-6.89E-01		
EW033_RS15265	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS15270	4.82E-01	3.46E-02	3.36E-02	6.51E-01	2.99E-01	-6.46E-01		
EW033_RS15290	3.57E-01	5.58E-02	4.86E-02	6.32E-01	3.13E-01	-5.58E-01		
EW033_RS15295	3.39E-01	8.78E-02	8.68E-02	5.58E-01	3.20E-01	-5.21E-01		
EW033_RS15300	3.39E-01	8.78E-02	8.68E-02	5.58E-01	3.20E-01	-5.21E-01		
EW033_RS15305	3.57E-01	6.92E-02	7.16E-02	5.80E-01	3.15E-01	-5.39E-01		
EW033_RS15385	4.64E-01	1.20E-02	1.15E-02	7.70E-01	2.94E-01	-6.89E-01		
EW033_RS15390	4.64E-01	1.20E-02	1.15E-02	7.70E-01	2.94E-01	-6.89E-01		
EW033_RS15395	4.29E-01	3.31E-02	3.00E-02	6.71E-01	3.01E-01	-6.20E-01		
EW033_RS15400	4.64E-01	1.20E-02	1.15E-02	7.70E-01	2.94E-01	-6.89E-01		
EW033_RS15405	4.64E-01	1.20E-02	1.15E-02	7.70E-01	2.94E-01	-6.89E-01		
EW033_RS15410	4.64E-01	1.20E-02	1.15E-02	7.70E-01	2.94E-01	-6.89E-01		
EW033_RS15415	1.79E-01	8.70E-01	8.70E-01	-6.68E-02	4.07E-01	-3.20E-01		
EW033_RS15420	4.64E-01	1.20E-02	1.15E-02	7.70E-01	2.94E-01	-6.89E-01		
EW033_RS15425	3.93E-01	1.17E-02	1.02E-02	7.98E-01	3.00E-01	-6.45E-01		
EW033_RS15430	3.93E-01	1.17E-02	1.02E-02	7.98E-01	3.00E-01	-6.45E-01		
EW033_RS15435	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS15440	2.14E-01	1.19E-01	1.36E-01	5.62E-01	3.72E-01	-4.52E-01		
EW033_RS15445	4.64E-01	1.20E-02	1.15E-02	7.70E-01	2.94E-01	-6.89E-01		
EW033_RS15450	4.64E-01	1.20E-02	1.15E-02	7.70E-01	2.94E-01	-6.89E-01		
EW033_RS15455	4.64E-01	1.20E-02	1.15E-02	7.70E-01	2.94E-01	-6.89E-01		
EW033_RS15460	2.86E-01	4.95E-01	4.65E-01	2.52E-01	3.43E-01	-4.04E-01		
EW033_RS15465	7.14E-02	3.45E-01	2.32E-01	7.21E-01	5.97E-01	-3.83E-01		
EW033_RS15475	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS15480	4.64E-01	1.20E-02	1.15E-02	7.70E-01	2.94E-01	-6.89E-01		
EW033_RS15485	4.29E-01	3.31E-02	3.00E-02	6.71E-01	3.01E-01	-6.20E-01		
EW033_RS15490	3.93E-01	1.17E-02	1.02E-02	7.98E-01	3.00E-01	-6.45E-01		
EW033_RS15500	2.86E-01	3.26E-01	3.37E-01	3.31E-01	3.42E-01	-4.27E-01		
EW033_RS15505	3.39E-01	7.12E-01	7.11E-01	1.22E-01	3.29E-01	-3.73E-01		
EW033_RS15510	4.64E-01	1.20E-02	1.15E-02	7.70E-01	2.94E-01	-6.89E-01		
EW033_RS15525	4.64E-01	1.20E-02	1.15E-02	7.70E-01	2.94E-01	-6.89E-01		
EW033_RS15530	3.21E-01	2.97E-01	2.79E-01	3.60E-01	3.30E-01	-4.48E-01		
EW033_RS15535	4.64E-01	1.20E-02	1.15E-02	7.70E-01	2.94E-01	-6.89E-01		
EW033_RS15545	1.96E-01	1.40E-01	1.23E-01	6.00E-01	3.83E-01	-4.50E-01		
EW033_RS15550	4.64E-01	1.20E-02	1.15E-02	7.70E-01	2.94E-01	-6.89E-01		
EW033_RS15555	4.64E-01	1.20E-02	1.15E-02	7.70E-01	2.94E-01	-6.89E-01		
EW033_RS15560	4.64E-01	1.20E-02	1.15E-02	7.70E-01	2.94E-01	-6.89E-01		
EW033_RS15565	4.64E-01	1.20E-02	1.15E-02	7.70E-01	2.94E-01	-6.89E-01		
EW033_RS15570	4.29E-01	1.20E-02	1.14E-02	7.77E-01	2.96E-01	-6.65E-01		
EW033_RS15575	7.14E-01	7.50E-02	1.13E-01	5.42E-01	3.37E-01	-7.19E-01		
EW033_RS15580	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS15585	4.64E-01	1.20E-02	1.15E-02	7.70E-01	2.94E-01	-6.89E-01		
EW033_RS15590	2.86E-01	7.88E-03	5.27E-03	9.32E-01	3.21E-01	-5.98E-01		
EW033_RS15595	4.64E-01	1.20E-02	1.15E-02	7.70E-01	2.94E-01	-6.89E-01		
EW033_RS15600	3.21E-01	3.02E-02	2.11E-02	7.54E-01	3.17E-01	-5.74E-01		
